date,home_team,home_goals,away_team,away_goals,OT,home_shots,away_shots,home_sog,away_sog,home_sog_pct,away_sog_pct,home_pp,away_pp,home_ppg,away_ppg,home_ppp,away_ppp
2020-10-01,HPK,2,Kärpät,4,False,44,56,19,38,0.4318181818181818,0.6785714285714286,3,2,0,1,0.0,0.5
2020-10-02,Ilves,2,SaiPa,1,False,51,57,29,29,0.5686274509803921,0.5087719298245614,7,2,1,0,0.14285714285714285,0.0
2020-10-02,JYP,2,HIFK,5,False,39,51,22,30,0.5641025641025641,0.5882352941176471,3,7,0,1,0.0,0.14285714285714285
2020-10-02,KalPa,2,Jukurit,1,False,54,37,34,23,0.6296296296296297,0.6216216216216216,3,4,0,1,0.0,0.25
2020-10-02,Lukko,7,Tappara,2,False,61,60,39,33,0.639344262295082,0.55,5,6,2,0,0.4,0.0
2020-10-02,Pelicans,3,Sport,1,False,45,61,27,34,0.6,0.5573770491803278,4,4,0,0,0.0,0.0
2020-10-02,Ässät,3,TPS,2,False,43,40,21,26,0.4883720930232558,0.65,3,3,0,0,0.0,0.0
2020-10-03,HIFK,1,Ilves,3,False,56,34,34,18,0.6071428571428571,0.5294117647058824,5,1,1,0,0.2,0.0
2020-10-03,Jukurit,3,JYP,4,False,46,58,27,29,0.5869565217391305,0.5,6,2,3,0,0.5,0.0
2020-10-03,SaiPa,3,Ässät,1,False,48,54,35,33,0.7291666666666666,0.6111111111111112,4,3,1,0,0.25,0.0
2020-10-03,Kärpät,3,KooKoo,1,False,47,35,27,16,0.574468085106383,0.45714285714285713,6,2,1,0,0.16666666666666666,0.0
2020-10-03,Tappara,4,Pelicans,0,False,48,39,27,24,0.5625,0.6153846153846154,5,2,2,0,0.4,0.0
2020-10-03,TPS,4,Lukko,2,False,30,60,14,32,0.4666666666666667,0.5333333333333333,2,3,0,0,0.0,0.0
2020-10-06,HIFK,3,Pelicans,1,False,53,32,30,16,0.5660377358490566,0.5,4,3,1,1,0.25,0.3333333333333333
2020-10-07,Ässät,4,HPK,3,True,57,58,32,30,0.5614035087719298,0.5172413793103449,2,7,1,3,0.5,0.42857142857142855
2020-10-09,HIFK,3,Kärpät,7,False,57,30,35,23,0.6140350877192983,0.7666666666666667,6,1,2,0,0.3333333333333333,0.0
2020-10-09,HPK,1,Lukko,5,False,44,39,26,22,0.5909090909090909,0.5641025641025641,2,5,0,1,0.0,0.2
2020-10-09,Ilves,5,Jukurit,1,False,43,34,30,23,0.6976744186046512,0.6764705882352942,3,5,1,0,0.3333333333333333,0.0
2020-10-09,KalPa,3,Tappara,6,False,43,42,28,22,0.6511627906976745,0.5238095238095238,5,4,0,1,0.0,0.25
2020-10-09,KooKoo,3,JYP,1,False,68,43,33,19,0.4852941176470588,0.4418604651162791,4,3,1,0,0.25,0.0
