date,home_team,home_goals,away_team,away_goals,OT,home_shots,away_shots,home_sog,away_sog,home_sog_pct,away_sog_pct,home_pp,away_pp,home_ppg,away_ppg,home_ppp,away_ppp
2016-09-16,Jukurit,1,Sport,3,False,67,28,36,16,0.5373134328358209,0.5714285714285714,3,2,0,1,0.0,0.5
2016-09-16,JYP,2,Ilves,3,True,71,51,36,26,0.5070422535211268,0.5098039215686274,7,3,2,0,0.2857142857142857,0.0
2016-09-16,KalPa,2,Pelicans,0,False,43,47,23,24,0.5348837209302325,0.5106382978723404,3,5,1,0,0.3333333333333333,0.0
2016-09-16,Lukko,4,HIFK,5,True,41,55,27,32,0.6585365853658537,0.5818181818181818,2,3,1,0,0.5,0.0
2016-09-16,KooKoo,3,SaiPa,2,False,64,38,35,22,0.546875,0.5789473684210527,7,4,3,0,0.42857142857142855,0.0
2016-09-16,Tappara,3,Ässät,0,False,45,42,23,28,0.5111111111111111,0.6666666666666666,3,1,2,0,0.6666666666666666,0.0
2016-09-16,TPS,3,Kärpät,2,False,41,39,25,23,0.6097560975609756,0.5897435897435898,4,4,1,1,0.25,0.25
2016-09-17,HIFK,2,JYP,1,False,40,29,25,16,0.625,0.5517241379310345,2,1,0,0,0.0,0.0
2016-09-17,HPK,3,Kärpät,2,True,52,44,37,25,0.7115384615384616,0.5681818181818182,5,4,0,1,0.0,0.25
2016-09-17,Ilves,2,Tappara,4,False,48,47,27,29,0.5625,0.6170212765957447,2,7,0,2,0.0,0.2857142857142857
2016-09-17,Jukurit,4,KalPa,2,False,33,53,25,28,0.7575757575757576,0.5283018867924528,3,4,0,1,0.0,0.25
2016-09-17,SaiPa,3,KooKoo,1,False,46,39,29,27,0.6304347826086957,0.6923076923076923,5,3,0,0,0.0,0.0
2016-09-17,Pelicans,0,Sport,1,False,44,27,21,16,0.4772727272727273,0.5925925925925926,5,3,0,0,0.0,0.0
2016-09-17,Ässät,3,Lukko,2,True,66,47,45,30,0.6818181818181818,0.6382978723404256,5,5,0,1,0.0,0.2
2016-09-20,KalPa,3,JYP,2,True,57,44,23,28,0.40350877192982454,0.6363636363636364,5,3,1,2,0.2,0.6666666666666666
2016-09-20,Kärpät,1,HIFK,3,False,51,20,31,14,0.6078431372549019,0.7,3,1,1,0,0.3333333333333333,0.0
2016-09-20,Pelicans,6,TPS,1,False,48,47,31,29,0.6458333333333334,0.6170212765957447,5,2,0,1,0.0,0.5
2016-09-20,SaiPa,3,Tappara,5,False,46,47,23,26,0.5,0.5531914893617021,3,3,0,0,0.0,0.0
2016-09-20,Sport,2,Ilves,3,False,43,61,25,43,0.5813953488372093,0.7049180327868853,1,5,1,2,1.0,0.4
2016-09-20,Ässät,2,HPK,1,True,57,51,26,29,0.45614035087719296,0.5686274509803921,6,2,1,0,0.16666666666666666,0.0
2016-09-22,Jukurit,5,Lukko,2,False,53,47,34,27,0.6415094339622641,0.574468085106383,5,5,2,1,0.4,0.2
2016-09-23,HPK,3,JYP,0,False,44,58,20,34,0.45454545454545453,0.5862068965517241,4,3,1,0,0.25,0.0
